Geography,Funding Source,Program,Agency,Description,Detail Description,Policy Topic,Policy Subtopic,Allocation (millions),Current As Of,Expiration,is_expired,amount_exact,source_url,source_name
Illinois,ARPA State and Local Fiscal Recovery Funds,Grant for Metropolitan Pier and Exposition Authority,Illinois Department of Commerce and Economic Opportunity,Funds supporting recovery efforts for the Metropolitan Pier and Exposition Authority,Funds supporting recovery efforts for the Metropolitan Pier and Exposition Authority,Community Investment,Community Development,30,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Grant for Navy Pier,Illinois Department of Commerce and Economic Opportunity,Funds supporting recovery efforts for Navy Pier,Funds supporting recovery efforts for Navy Pier,Community Investment,Community Development,8,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Grant for Rosemont Convention Center,Illinois Department of Commerce and Economic Opportunity,Funds supporting recovery efforts for the Rosemont Convention Center,Funds supporting recovery efforts for the Rosemont Convention Center,Community Investment,Community Development,15,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Convention Centers and Visitors Bureaus,Illinois Department of Commerce and Economic Opportunity,Assistance for convention centers and visitors bureaus,Funds for convention centers and visitors bureaus,Community Investment,Community Development,69,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Other Impacted Industries and Agencies,Illinois Department of Commerce and Economic Opportunity,General grants and funds for alleviating financial impacts on agencies and industries,Other grants and funds for agencies and industries impacted financially by the Covid-19 pandemic,Community Investment,Community Development,1.68,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,ARPA,State Small Business Credit Initiative,Illinois Department of Commerce and Economic Opportunity,Programs supporting businesses owned by socially and economically disadvantaged entrepreneurs,"This program includes: $1.5 billion for states to support businesses owned by socially and economically disadvantaged entrepreneurs; $1 billion for an incentive program to boost funding tranches for states that show robust support for these businesses; and $500 million to support very small businesses with fewer than 10 employees. This law will inject capital into state small business support and capital access programs, provide collateral support, facilitate loan participation, and enable credit guarantee programs.",Community Investment,Small Business,281.89,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Illinois,CRRSAA,Surface Transportation Block Grant Program (STBGP),U.S. Department of Transportation,Supplemental appropriations to existing highway infrastructure programs,These funds are supplemental appropriations to existing highway infrastructure programs,Community Investment,Infrastructure,352.91,2021-01-15,2024-12-31,0,1,"https://www.fhwa.dot.gov/legsregs/directives/notices/n4510851/""><a href = ""https://www.fhwa.dot.gov/legsregs/directives/notices/n4510851/","<a href = ""https://www.fhwa.dot.gov/legsregs/directives/notices/n4510851/"">U.S. Department of Transportation Apportionment of Highway Infrastructure Program Funds</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Local Level Economic Recovery/Planning (RISE grants),Illinois Department of Commerce and Economic Opportunity,Grants for local governments and economic development organizations,"Grants for local governments and/or regional EDOs to update outdated plans or prepare new ones to improve alignment with the state's economic plans and focus on recovery from COVID. Priority will go to regions/localities that are economically distressed or that commit to a strategy that will address economically distressed regions. Through this program, localities and regions that have historically struggled to get the resources to do economic planning and those parts of the state that have been particularly adversely impacted by COVID will have the resources to plan for a swift and equitable recovery from the pandemic-induced recession.",Community Investment,Community Development,3.5,2022-09-13,2024-12-31,0,1,"https://www2.illinois.gov/dceo/Media/PressReleases/Pages/PR20220913.aspx#:~:text=Through%20the%20Research%20in%20Illinois,plans%20to%20promote%20economic%20recovery.""><a href = ""https://www2.illinois.gov/dceo/Media/PressReleases/Pages/PR20220913.aspx#:~:text=Through%20the%20Research%20in%20Illinois,plans%20to%20promote%20economic%20recovery.","<a href = ""https://www2.illinois.gov/dceo/Media/PressReleases/Pages/PR20220913.aspx#:~:text=Through%20the%20Research%20in%20Illinois,plans%20to%20promote%20economic%20recovery."">State of Illinois Press Release</a>"
Illinois,ARPA State and Local Fiscal Recovery Funds,Tourism attraction development grant program,Illinois Department of Commerce and Economic Opportunity,Tourism programming,"Funds supporting the Illinois Department of Commerce and Economic Opportunity's tourism grants, including the Main Street Festival Grant",Community Investment,Community Development,10,2022-09-15,2024-12-31,0,1,"https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf""><a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf","<a href = ""https://budget.illinois.gov/content/dam/soi/en/web/budget/documents/lboc/LBOC-Report-August%202022.pdf"">State of Illinois Executive Office of the Governor Governor's Office of Management and Budget</a>"
Chicago,ARPA State and Local Fiscal Recovery Funds,Central City Recovery Program,Chicago Department of Business Affairs and Consumer Protection,NA,NA,Community Investment,Community Development,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Community Development Program,Chicago Department of Planning and Development,NA,NA,Community Investment,Community Development,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Equitable Transit-Oriented Development (ETOD) Program,Chicago Department of Planning and Development,NA,NA,Community Investment,Community Development,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Food equity program,NA,NA,NA,Community Investment,Community Development,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Good Food Fund,NA,NA,NA,Community Investment,Small Business,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Small Business Support Program,Chicago Department of Business Affairs and Consumer Protection,NA,NA,Community Investment,Small Business,NA,2023-06-30,2024-12-31,0,1,NA,NA
Chicago,ARPA State and Local Fiscal Recovery Funds,Urban Agriculture Program,NA,NA,NA,Community Investment,Infrastructure,NA,2023-06-30,2024-12-31,0,1,NA,NA
Cook County,ARPA State and Local Fiscal Recovery Funds,Advancing Equitable Recovery in the Southland Southland Metals Hub,Southland Development Authority,NA,NA,Community Investment,Small Business,NA,2023-06-30,2024-12-31,0,1,NA,NA
Cook County,ARPA State and Local Fiscal Recovery Funds,Cook County Early Warning Network,Cook County Bureau of Economic Development,NA,NA,Community Investment,Small Business,NA,2023-06-30,2024-12-31,0,1,NA,NA
Cook County,ARPA State and Local Fiscal Recovery Funds,Cook County Manufacturing Rebound and Recover Programming,Cook County Bureau of Economic Development,NA,NA,Community Investment,Small Business,NA,2023-06-30,2024-12-31,0,1,NA,NA
Cook County,ARPA State and Local Fiscal Recovery Funds,Good Food Purchasing Program,Cook County Department of Public Health,NA,NA,Community Investment,Small Business,NA,2023-06-30,2024-12-31,0,1,NA,NA
Cook County,ARPA State and Local Fiscal Recovery Funds,Neighborhood Revitalization Brownfield Remediation,Cook County Bureau of Administration; Department of Environment and Sustainability,NA,NA,Community Investment,Community Development,NA,2023-06-30,2024-12-31,0,1,NA,NA
Cook County,ARPA State and Local Fiscal Recovery Funds,Residential Renewable Energy Subsidy,Cook County Bureau of Administration; Department of Environment and Sustainability; Bureau of Economic Development; Department of Planning and Development,NA,NA,Community Investment,Infrastructure,NA,2023-06-30,2024-12-31,0,1,NA,NA
Cook County,ARPA State and Local Fiscal Recovery Funds,Tourism Recovery Initiative,Cook County Bureau of Economic Development,NA,NA,Community Investment,Community Development,NA,2023-06-30,2024-12-31,0,1,NA,NA
Cook County,ARPA State and Local Fiscal Recovery Funds,Urban Farming Initiative Gap Analysis Research,Cook County Bureau of Administration; Department of Environment and Sustainability,NA,NA,Community Investment,Community Development,NA,2023-06-30,2024-12-31,0,1,NA,NA
Illinois,ARPA State and Local Fiscal Recovery Funds,ARPA Capital Assets Program,Illinois Department of Commerce and Economic Opportunity,NA,NA,Community Investment,Infrastructure,NA,2023-06-30,2024-12-31,0,1,NA,NA
Illinois,ARPA State and Local Fiscal Recovery Funds,B2B Startup and Adaptation,Illinois Department of Commerce and Economic Opportunity,NA,NA,Community Investment,Small Business,NA,2023-06-30,2024-12-31,0,1,NA,NA
Illinois,ARPA State and Local Fiscal Recovery Funds,Back to Business Grants,Illinois Department of Commerce and Economic Opportunity,NA,NA,Community Investment,Small Business,NA,2023-06-30,2024-12-31,0,1,NA,NA
Illinois,ARPA State and Local Fiscal Recovery Funds,Broadband - Rebuild Illinois Projects Fund,Illinois Department of Commerce and Economic Opportunity,NA,NA,Community Investment,Broadband,NA,2023-06-30,2024-12-31,0,1,NA,NA
Illinois,ARPA State and Local Fiscal Recovery Funds,Tourism Attractions and Festivals,Illinois Department of Commerce and Economic Opportunity,NA,NA,Community Investment,Community Development,NA,2023-06-30,2024-12-31,0,1,NA,NA
