Geography,Funding Source,Program,Agency,Description,Detail Description,Policy Topic,Policy Subtopic,Allocation (millions),Current As Of,Expiration,is_expired,amount_exact,source_url,source_name
Cook County,ARPA State and Local Fiscal Recovery Funds,Behavioral Health Support and Expansion,Cook County Department of Public Health,NA,NA,Community Safety,Alternative Emergency Response,NA,2023-06-30,2024-12-31,0,1,NA,NA
Cook County,ARPA State and Local Fiscal Recovery Funds,Behavioral Healthcare Specialists at HACC,Cook County Department of Public Health,NA,NA,Community Safety,Alternative Emergency Response,NA,2023-06-30,2024-12-31,0,1,NA,NA
Cook County,ARPA State and Local Fiscal Recovery Funds,Housing and Resources for Justice Involved Individuals,Cook County Justice Advisory Council,NA,NA,Community Safety,Returning/Justice Involved Residents,NA,2023-06-30,2024-12-31,0,1,NA,NA
Cook County,ARPA State and Local Fiscal Recovery Funds,Strengthening Chicago's Youth Juvenile Justice Collaborative Expansion,Cook County Health,NA,NA,Community Safety,Violence Prevention/Reduction,NA,2023-06-30,2024-12-31,0,1,NA,NA
Cook County,ARPA State and Local Fiscal Recovery Funds,Supporting Education and Employment Development (SEED),Cook County Justice Advisory Council,NA,NA,Community Safety,Returning/Justice Involved Residents,NA,2023-06-30,2024-12-31,0,1,NA,NA
Illinois,ARPA State and Local Fiscal Recovery Funds,Administration of American Rescue Plan Act Expenditures,NA,NA,NA,Community Safety,Victim Supports,NA,2023-06-30,2024-12-31,0,1,NA,NA
Illinois,ARPA State and Local Fiscal Recovery Funds,Ex-cons for Community and Social Change Services,NA,NA,NA,Community Safety,Violence Prevention/Reduction,NA,2023-06-30,2024-12-31,0,1,NA,NA
Illinois,ARPA State and Local Fiscal Recovery Funds,Reimagine Public Safety,Illinois Department of Human Services,NA,NA,Community Safety,Violence Prevention/Reduction,NA,2023-06-30,2024-12-31,0,1,NA,NA
Illinois,ARPA State and Local Fiscal Recovery Funds,Serving Victims of Crime,Illinois Criminal Justice Information Authority,NA,NA,Community Safety,Victim Supports,NA,2023-06-30,2024-12-31,0,1,NA,NA
Illinois,ARPA State and Local Fiscal Recovery Funds,Violence Interrupters Services,Illinois Criminal Justice Information Authority,NA,NA,Community Safety,Violence Prevention/Reduction,NA,2023-06-30,2024-12-31,0,1,NA,NA
